tweet_id,favorites_count,retweets_count
809808892968534016,0,5011
809448704142938112,7074,1499
809220051211603969,20327,5726
809084759137812480,13510,3608
808838249661788160,10318,3114
808733504066486276,8061,2216
808501579447930884,11528,2666
808344865868283904,43447,21367
808134635716833280,0,6069
808106460588765185,8967,2252
808001312164028416,12775,3614
807621403335917568,14875,3712
807106840509214720,120777,56762
807059379405148160,0,7517
807010152071229440,13340,3949
806629075125202948,76294,35499
806620845233815552,0,5664
806576416489959424,4997,1991
806542213899489280,10436,2406
806242860592926720,0,11908
806219024703037440,6567,1219
805958939288408065,0,5493
805932879469572096,8452,1962
805826884734976000,6701,1874
805823200554876929,0,8224
805520635690676224,5869,1697
805487436403003392,8965,2576
805207613751304193,7985,1756
804738756058218496,13983,3909
804475857670639616,6264,2065
804413760345620481,0,3308
804026241225523202,45412,16549
803773340896923648,10267,2811
803692223237865472,0,7603
803638050916102144,11176,4235
803380650405482500,7933,1907
803321560782307329,0,5450
803276597545603072,10239,2514
802952499103731712,9210,2060
802624713319034886,0,2981
802600418706604034,7251,1505
802572683846291456,9116,2572
802323869084381190,16555,5975
802265048156610565,6905,1412
802239329049477120,9262,2685
802185808107208704,0,279
801958328846974976,7906,1751
801854953262350336,1815,243
801538201127157760,8393,2116
801285448605831168,6187,845
801167903437357056,24996,6069
801127390143516673,0,4044
801115127852503040,8245,2153
800859414831898624,696,98
800855607700029440,0,1648
800751577355128832,10770,2865
800513324630806528,13408,3059
800459316964663297,9696,2224
800443802682937345,0,4424
800388270626521089,11388,2874
800188575492947969,0,4037
800141422401830912,15606,2607
800018252395122689,28947,13486
799774291445383169,0,4808
799757965289017345,8561,2219
799422933579902976,8219,1971
799308762079035393,0,5605
799297110730567681,10098,2830
799063482566066176,8223,2519
798933969379225600,13372,4577
798925684722855936,7647,1476
798705661114773508,0,6802
798701998996647937,0,7979
798697898615730177,0,6659
798694562394996736,0,5081
798686750113755136,0,2389
798682547630837760,0,4830
798673117451325440,0,5677
798665375516884993,0,4008
798644042770751489,0,1898
798628517273620480,0,2022
798585098161549313,0,5859
798576900688019456,0,5990
798340744599797760,0,3429
798209839306514432,10646,2620
797971864723324932,11859,3182
797545162159308800,14849,4990
797236660651966464,20367,6748
797165961484890113,228,26
796904159865868288,0,9140
796865951799083009,7849,1960
796759840936919040,12091,3118
796563435802726400,0,7443
796484825502875648,7734,1805
796387464403357696,11232,4251
796177847564038144,0,14630
796149749086875649,32930,14630
796125600683540480,5069,1855
796116448414461957,9307,2474
796080075804475393,8647,2370
796031486298386433,11044,3800
795464331001561088,50712,24234
795400264262053889,10275,2947
795076730285391872,16544,5561
794983741416415232,0,3458
794926597468000259,10470,2365
794355576146903043,0,10556
794332329137291264,9782,2738
794205286408003585,9411,3396
793962221541933056,17189,5011
793845145112371200,9424,1915
793614319594401792,0,3213
793601777308463104,8151,1668
793500921481273345,10899,2433
793286476301799424,25137,9395
793271401113350145,8882,2451
793256262322548741,20395,8548
793241302385262592,10738,3375
793226087023144960,10046,2940
793210959003287553,9111,2865
793195938047070209,15613,5765
793180763617361921,7081,2049
793165685325201412,9614,2853
793150605191548928,6319,1742
793135492858580992,6567,2554
793120401413079041,12944,4014
792913359805018113,14633,4072
792883833364439040,11546,4370
792773781206999040,7505,1716
792394556390137856,13738,4397
792050063153438720,7305,1847
791821351946420224,0,21596
791784077045166082,0,9820
791780927877898241,0,3909
791774931465953280,46072,22736
791672322847637504,11996,3213
791406955684368384,13412,4215
791312159183634433,8960,2596
791026214425268224,0,4198
790987426131050500,10038,2182
790946055508652032,16996,4796
790723298204217344,0,2364
790698755171364864,8397,1971
790581949425475584,21071,7331
790337589677002753,7998,1922
790277117346975746,12817,3246
790227638568808452,0,3656
789986466051088384,9449,2364
789960241177853952,0,4213
789903600034189313,10565,4222
789628658055020548,7653,1813
789599242079838210,6896,1972
789530877013393408,11981,3458
789314372632018944,8828,2349
789280767834746880,0,5060
789268448748703744,9288,2664
789137962068021249,9909,2864
788908386943430656,27981,12752
788765914992902144,27896,10556
788552643979468800,0,7350
788412144018661376,15855,5392
788178268662984705,7365,2143
788150585577050112,6238,1314
788070120937619456,0,3503
788039637453406209,6250,1351
787810552592695296,8808,3117
787717603741622272,10454,2844
787397959788929025,11087,2903
787322443945877504,7938,1778
787111942498508800,0,6891
786963064373534720,27143,8145
786729988674449408,0,2470
786709082849828864,18612,6240
786664955043049472,10808,2612
786595970293370880,9604,3180
786363235746385920,11097,3586
786286427768250368,8123,2908
786233965241827333,15557,4848
786051337297522688,1455,159
786036967502913536,0,7170
785927819176054784,11604,3250
785872687017132033,6816,1859
785639753186217984,7981,2281
785533386513321988,9280,2035
785515384317313025,6221,1284
785264754247995392,7394,1676
785170936622350336,12268,4935
784826020293709826,10304,3308
784517518371221505,9136,2590
784431430411685888,5796,1295
784183165795655680,20460,8224
784057939640352768,30303,11345
783839966405230592,30563,10985
783821107061198850,7484,2009
783695101801398276,10659,3280
783466772167098368,8604,2290
783391753726550016,17170,5593
783347506784731136,0,5657
783334639985389568,29672,11908
783085703974514689,8298,2240
782969140009107456,24546,7517
782747134529531904,7610,1438
782722598790725632,17578,5493
782598640137187329,7931,1909
782305867769217024,16931,5680
782021823840026624,0,6328
781955203444699136,11302,3438
781661882474196992,10605,2774
781655249211752448,4059,1146
781524693396357120,21078,5664
781308096455073793,7258,2592
781251288990355457,8564,2115
781163403222056960,9969,2786
780931614150983680,21989,7443
780858289093574656,7303,2045
780800785462489090,5577,1324
780601303617732608,12306,3402
780543529827336192,6405,1770
780496263422808064,0,3766
780476555013349377,0,115
780459368902959104,5375,1095
780192070812196864,8843,2282
780092040432480260,0,2336
780074436359819264,12383,5058
779834332596887552,19204,7170
779377524342161408,8942,3162
779124354206535695,0,18630
779056095788752897,14997,4602
778990705243029504,20277,7333
778774459159379968,0,10066
778764940568104960,881,366
778748913645780993,6991,1335
778650543019483137,5858,1528
778624900596654080,4711,1025
778408200802557953,13809,4405
778396591732486144,0,12445
778383385161035776,5930,1120
778286810187399168,10535,3355
778039087836069888,8627,2687
778027034220126208,6650,1641
777953400541634568,0,3581
777885040357281792,6442,1651
777684233540206592,11401,2981
777641927919427584,0,4298
777621514455814149,8873,2537
777189768882946048,14470,4368
776819012571455488,0,13905
776813020089548800,4942,1232
776477788987613185,8949,2826
776249906839351296,0,9274
776218204058357768,30334,16101
776201521193218049,9752,2548
776113305656188928,11935,4424
776088319444877312,1863,153
775898661951791106,0,16779
775842724423557120,11875,2694
775733305207554048,14046,4044
775729183532220416,13161,4661
775364825476165632,7497,3015
775350846108426240,10302,3960
775085132600442880,15762,4808
774757898236878852,8719,1813
774639387460112384,6828,1755
774314403806253056,22058,5605
773985732834758656,10875,3929
773922284943896577,6478,1770
773704687002451968,6690,1649
773670353721753600,5413,1330
773547596996571136,22395,6260
773336787167145985,0,5156
773308824254029826,23603,7573
773247561583001600,9574,3287
773191612633579521,10104,4201
772877495989305348,8680,3936
772826264096874500,8166,2381
772615324260794368,0,3426
772581559778025472,6578,1718
772193107915964416,6113,1410
772152991789019136,3842,1147
772117678702071809,3820,750
772114945936949249,2758,473
772102971039580160,4049,951
771908950375665664,6659,1930
771770456517009408,12154,3429
771500966810099713,8348,2642
771380798096281600,10607,5157
771171053431250945,0,7572
771136648247640064,9252,2968
771102124360998913,6310,1458
771014301343748096,6961,1678
770787852854652928,4982,1216
770772759874076672,5237,1430
770655142660169732,7418,1788
770414278348247044,6387,2126
770293558247038976,6308,1500
770093767776997377,0,3097
770069151037685760,7680,2323
769940425801170949,31699,9687
769695466921623552,6475,1696
769335591808995329,0,7819
769212283578875904,5454,1745
768970937022709760,14516,6589
768909767477751808,0,2710
768855141948723200,4245,900
768609597686943744,4167,1218
768596291618299904,5088,1295
768554158521745409,0,5903
768473857036525572,13760,3476
768193404517830656,10976,3581
767884188863397888,4789,1398
767754930266464257,16164,5450
767500508068192258,7568,2368
767191397493538821,12406,3808
767122157629476866,10260,2890
766864461642756096,0,5696
766793450729734144,5120,1368
766714921925144576,2635,383
766693177336135680,4055,804
766423258543644672,6055,1606
766313316352462849,6854,1912
766078092750233600,0,2659
766069199026450432,4272,862
766008592277377025,3779,503
765719909049503744,7295,2169
765669560888528897,5230,1238
765395769549590528,26846,3413
765371061932261376,7129,2190
765222098633691136,11729,3426
764857477905154048,6509,1791
764259802650378240,6074,1515
763956972077010945,762,56
763837565564780549,12710,4198
763183847194451968,5427,1486
763167063695355904,0,3050
763103485927849985,7421,2313
762699858130116608,12246,3656
762471784394268675,11309,6473
762464539388485633,10377,4213
762316489655476224,4828,1132
762035686371364864,32147,15687
761976711479193600,5448,2030
761750502866649088,0,3959
761745352076779520,4302,872
761672994376806400,49884,29349
761599872357261312,4158,1198
761371037149827077,0,18215
761334018830917632,5230,1464
761292947749015552,4520,1093
761227390836215808,5360,1581
761004547850530816,11416,3503
760893934457552897,3844,986
760656994973933572,6625,1927
760641137271070720,5011,1311
760539183865880579,7618,3653
760521673607086080,4249,1395
760290219849637889,27013,11590
760252756032651264,3966,873
760190180481531904,5733,1818
760153949710192640,0,31
759943073749200896,5991,2092
759923798737051648,14769,5696
759846353224826880,6777,1993
759793422261743616,6003,1932
759557299618865152,4732,1196
759447681597108224,8554,2470
759446261539934208,1684,494
759197388317847553,6115,1962
759159934323924993,0,1163
759099523532779520,14624,4201
759047813560868866,6536,2036
758854675097526272,3574,904
758828659922702336,11288,3865
758740312047005698,5776,1621
758474966123810816,3832,1009
758467244762497024,4823,2232
758405701903519748,5232,1922
758355060040593408,3427,1086
758099635764359168,19196,10066
758041019896193024,2722,377
757741869644341248,6917,3270
757729163776290825,0,8001
757725642876129280,4570,1221
757611664640446465,4591,1114
757597904299253760,0,301
757596066325864448,4359,1067
757400162377592832,15247,6901
757393109802180609,5853,1747
757354760399941633,4543,1433
756998049151549440,6330,1999
756939218950160384,6684,2021
756651752796094464,5093,1312
756526248105566208,10472,3609
756303284449767430,3962,1100
756288534030475264,44229,17834
756275833623502848,6448,1542
755955933503782912,7369,2900
755206590534418437,16539,5396
755110668769038337,21322,11162
754874841593970688,0,7959
754856583969079297,6931,2539
754747087846248448,2601,525
754482103782404096,5324,1967
754449512966619136,3776,736
754120377874386944,7926,2368
753655901052166144,5867,2179
753420520834629632,7955,3590
753398408988139520,5791,1916
753375668877008896,7687,2336
753298634498793472,0,5737
753294487569522689,3391,1049
753039830821511168,37292,20992
753026973505581056,3931,973
752932432744185856,12691,6891
752917284578922496,6958,1587
752701944171524096,0,2887
752682090207055872,6026,1601
752660715232722944,4394,1566
752568224206688256,5536,2297
752519690950500352,7409,3453
752334515931054080,3831,1098
752309394570878976,0,16309
752173152931807232,5994,1849
751950017322246144,3074,923
751937170840121344,5210,1338
751830394383790080,5831,1958
751793661361422336,5853,2911
751598357617971201,7958,3051
751583847268179968,4416,1107
751538714308972544,5057,1268
751456908746354688,3228,1006
751251247299190784,12574,5908
751205363882532864,6348,1825
751132876104687617,5097,1298
750868782890057730,4808,1370
750719632563142656,13228,5060
750506206503038976,4458,1147
750429297815552001,13216,4298
750383411068534784,4582,1155
750381685133418496,698,27
750147208377409536,3118,962
750132105863102464,3631,1295
750117059602808832,4352,1318
750101899009982464,3051,849
750086836815486976,2176,536
750071704093859840,7857,3350
750056684286914561,3173,900
750041628174217216,3194,622
750026558547456000,2729,792
750011400160841729,3252,908
749996283729883136,3079,820
749981277374128128,5137,2475
749774190421639168,4671,1315
749417653287129088,6126,1643
749403093750648834,2633,536
749395845976588288,8593,3442
749317047558017024,5518,2240
749075273010798592,5768,2077
749064354620928000,4820,1529
749036806121881602,3102,795
748977405889503236,10790,3405
748932637671223296,5831,2260
748705597323898880,2788,949
748699167502000129,4759,1592
748692773788876800,4260,1335
748575535303884801,6091,1975
748568946752774144,2200,669
748346686624440324,5226,1228
748337862848962560,7660,4114
748324050481647620,3686,759
748307329658011649,3677,713
748220828303695873,14177,7816
747963614829678593,5787,2147
747933425676525569,6608,2544
747885874273214464,2948,978
747844099428986880,2826,750
747816857231626240,4860,1164
747651430853525504,1392,156
747648653817413632,12919,5864
747600769478692864,2326,556
747594051852075008,3682,1057
747512671126323200,5555,1610
747461612269887489,3871,1042
747439450712596480,5428,1917
747242308580548608,0,2905
747219827526344708,5272,1571
747204161125646336,3377,924
747103485104099331,9584,3962
746906459439529985,2897,297
746872823977771008,5990,2133
746818907684614144,5321,1743
746790600704425984,4880,1604
746757706116112384,9587,3909
746726898085036033,6050,1798
746542875601690625,5038,1878
746521445350707200,0,983
746507379341139972,4657,1083
746369468511756288,6180,1626
746131877086527488,6909,2202
746056683365994496,3550,810
745789745784041472,4021,1064
745712589599014916,7004,2329
745433870967832576,7074,2536
745422732645535745,8574,2436
745314880350101504,7180,2748
745074613265149952,7838,3499
745057283344719872,7249,2261
744995568523612160,2963,620
744971049620602880,7879,2682
744709971296780288,5611,1562
744334592493166593,6775,2114
744234799360020481,156295,77863
744223424764059648,1662,366
743980027717509120,4171,1092
743895849529389061,3644,961
743835915802583040,0,2073
743609206067040256,4474,1382
743595368194129920,18367,6526
743545585370791937,3528,940
743510151680958465,7911,3719
743253157753532416,4227,1223
743222593470234624,6214,1901
743210557239623680,3837,1361
742534281772302336,7053,3570
742528092657332225,4409,1976
742465774154047488,7255,3893
742423170473463808,9806,3766
742385895052087300,6799,1966
742161199639494656,4337,1369
742150209887731712,5127,1543
741793263812808706,4538,1508
741743634094141440,8165,2745
741438259667034112,3676,831
741303864243200000,8771,3199
741099773336379392,9978,5499
741067306818797568,9492,3096
740995100998766593,6357,2736
740711788199743490,3394,933
740699697422163968,2843,781
740676976021798912,18137,6802
740373189193256964,34901,13288
740365076218183684,2451,431
740359016048689152,3296,864
740214038584557568,6678,1958
739979191639244800,19919,5903
739932936087216128,4049,1070
739844404073074688,3796,852
739623569819336705,3756,1347
739606147276148736,5370,1650
739544079319588864,39430,21186
739485634323156992,7141,2919
739238157791694849,115457,57730
738891149612572673,111,6
738885046782832640,3766,1139
738883359779196928,3292,789
738537504001953792,5067,1538
738402415918125056,3239,835
738184450748633089,4305,1204
738166403467907072,8747,3343
738156290900254721,2502,639
737826014890496000,5256,1761
737800304142471168,9961,3446
737678689543020544,5021,1314
737445876994609152,10224,4441
737322739594330112,3586,810
737310737551491075,14611,7389
736736130620620800,4246,1720
736392552031657984,17618,7350
736365877722001409,3962,1238
736225175608430592,8096,2771
736010884653420544,7869,2982
735991953473572864,3579,1147
735648611367784448,4018,1096
735635087207878657,6131,2333
735274964362878976,12962,5014
735256018284875776,3320,879
735137028879360001,3122,965
734912297295085568,2740,524
734787690684657664,12488,6249
734776360183431168,2493,541
734559631394082816,1477,394
733828123016450049,3562,778
733822306246479872,3667,1018
733482008106668032,3125,949
733460102733135873,4180,1275
733109485275860992,50012,16780
732732193018155009,2428,533
732726085725589504,3533,883
732585889486888962,3644,775
732375214819057664,8048,2502
732005617171337216,14825,5381
731285275100512256,3474,985
