tweet_id,favorites_count,retweets_count
731156023742988288,3825,1258
730924654643314689,6116,1960
730573383004487680,4882,2121
730427201120833536,3471,1045
730211855403241472,3799,1053
730196704625098752,4824,1892
729854734790754305,4008,1118
729838605770891264,1718,381
729823566028484608,3958,1239
729463711119904772,5767,2302
729113531270991872,1874,323
728986383096946689,3127,818
728760639972315136,4659,1692
728751179681943552,2750,674
728653952833728512,3289,1027
728409960103686147,4884,1990
728387165835677696,3669,956
728046963732717569,4277,1192
728035342121635841,4541,1653
728015554473250816,4092,1098
727685679342333952,2945,636
727644517743104000,5855,1737
727524757080539137,4450,1211
727314416056803329,3319,737
727286334147182592,3031,807
727175381690781696,3888,1374
727155742655025152,3600,1326
726935089318363137,6837,2443
726887082820554753,3821,1514
726828223124897792,3547,995
726224900189511680,4404,1138
725842289046749185,7040,2659
725786712245440512,4144,1359
725729321944506368,5179,1773
725458796924002305,1400,611
724983749226668032,3703,1304
724771698126512129,2335,634
724405726123311104,5245,1635
724049859469295616,4294,1762
724046343203856385,2642,552
724004602748780546,4159,1542
723912936180330496,3861,1227
723688335806480385,7631,2919
723673163800948736,2992,881
723179728551723008,5271,1855
722974582966214656,4072,1548
722613351520608256,4934,1626
721503162398597120,4591,1838
721001180231503872,2510,606
720785406564900865,3093,761
720775346191278080,2444,659
720415127506415616,4104,1490
720389942216527872,6336,2490
720340705894408192,2854,971
720059472081784833,3844,1109
720043174954147842,4871,1991
719991154352222208,4802,1729
719704490224398336,4511,1417
719551379208073216,5023,1894
719367763014393856,2784,738
719339463458033665,4399,1222
719332531645071360,3410,944
718971898235854848,3467,1069
718939241951195136,5218,1747
718631497683582976,18735,7979
718613305783398402,2416,477
718540630683709445,2438,1007
718460005985447936,2679,521
718454725339934721,4832,1499
718246886998687744,1905,498
718234618122661888,3846,989
717841801130979328,2452,601
717790033953034240,2861,1103
717537687239008257,5749,1844
717428917016076293,1605,447
717047459982213120,6257,1918
717009362452090881,3232,957
716802964044845056,4254,1160
716791146589110272,8101,1565
716730379797970944,1225,424
716447146686459905,12981,5816
716439118184652801,2362,207
716285507865542656,2746,1050
716080869887381504,6706,1887
715928423106027520,3175,874
715758151270801409,3696,1427
715733265223708672,4628,1676
715704790270025728,2774,562
715696743237730304,3889,1281
715680795826982913,4277,1603
715360349751484417,5443,1554
715342466308784130,3022,688
715220193576927233,2411,643
715200624753819648,5104,1871
715009755312439296,4134,1222
714982300363173890,3708,1025
714962719905021952,7307,4231
714957620017307648,4104,1401
714631576617938945,3259,991
714606013974974464,3611,923
714485234495041536,2668,1120
714258258790387713,3016,714
714251586676113411,3260,830
714214115368108032,2262,865
714141408463036416,4288,1390
713919462244790272,3276,783
713909862279876608,1890,533
713900603437621249,2816,738
713761197720473600,4838,1369
713411074226274305,4415,1289
713177543487135744,7181,2815
713175907180089344,4435,1465
712809025985978368,18443,6659
712717840512598017,12272,4946
712668654853337088,4159,1206
712438159032893441,5300,1552
712309440758808576,242,25
712097430750289920,3762,1022
712092745624633345,2923,883
712085617388212225,3253,483
712065007010385924,2256,617
711998809858043904,0,125
711968124745228288,8031,2289
711743778164514816,2826,976
711732680602345472,8796,4090
711694788429553666,32696,18215
711652651650457602,3827,908
711363825979756544,3630,1131
711306686208872448,3290,732
711008018775851008,2984,610
710997087345876993,4536,1376
710844581445812225,2531,684
710833117892898816,2667,532
710658690886586372,2304,555
710609963652087808,4766,2368
710588934686908417,4511,1854
710296729921429505,2359,731
710283270106132480,2136,517
710272297844797440,4511,1241
710269109699739648,2383,1115
710153181850935296,2891,880
710140971284037632,2744,874
710117014656950272,5457,1980
709918798883774466,3463,1078
709901256215666688,666,99
709852847387627521,3508,1194
709566166965075968,3533,1202
709556954897764353,3283,1064
709519240576036864,1487,236
709449600415961088,2210,565
709409458133323776,2607,678
709225125749587968,2398,570
709207347839836162,12487,5768
709198395643068416,2415,640
709179584944730112,1990,664
709158332880297985,2022,411
709042156699303936,4719,1620
708853462201716736,1789,654
708845821941387268,2971,896
708834316713893888,1676,495
708810915978854401,16391,6886
708738143638450176,2727,803
708711088997666817,2527,715
708479650088034305,2531,677
708469915515297792,3083,806
708400866336894977,15912,10017
708356463048204288,3565,1314
708349470027751425,2333,734
708149363256774660,4260,1544
708130923141795840,3369,850
708119489313951744,2676,977
708109389455101952,1934,548
708026248782585858,4370,1920
707995814724026368,3109,1118
707983188426153984,49,2
707969809498152960,2689,959
707776935007539200,3268,952
707741517457260545,2479,611
707738799544082433,4063,2445
707693576495472641,3390,986
707629649552134146,2559,872
707610948723478529,16909,6328
707420581654872064,2265,695
707411934438625280,2293,596
707387676719185920,3484,1282
707377100785885184,3267,1088
707315916783140866,2459,633
707297311098011648,2762,781
707059547140169728,2584,667
707038192327901184,2174,787
707021089608753152,4056,1349
707014260413456384,2304,596
706904523814649856,14510,7819
706901761596989440,2048,590
706681918348251136,3286,968
706644897839910912,2557,1084
706593038911545345,2143,629
706538006853918722,3462,1420
706516534877929472,3092,1027
706346369204748288,3435,922
706310011488698368,21229,7887
706291001778950144,1687,473
706265994973601792,2721,929
706169069255446529,3892,2199
706166467411222528,5149,1590
706153300320784384,1477,383
705975130514706432,3089,728
705970349788291072,3152,889
705898680587526145,2357,548
705786532653883392,1927,516
705591895322394625,3144,1149
705475953783398401,2947,908
705442520700944385,4411,1619
705428427625635840,3801,1678
705239209544720384,2996,745
705223444686888960,2578,796
705102439679201280,2135,516
705066031337840642,2176,615
704871453724954624,4257,1111
704859558691414016,2247,539
704847917308362754,5054,1520
704819833553219584,2626,985
704761120771465216,6612,2905
704499785726889984,2906,1011
704491224099647488,752,78
704480331685040129,3377,1062
704364645503647744,7972,3534
704347321748819968,1571,349
704134088924532736,1496,456
704113298707505153,1845,569
704054845121142784,2913,911
703774238772166656,1836,459
703769065844768768,3266,1135
703631701117943808,2570,677
703611486317502464,3837,1523
703425003149250560,3795,1359
703407252292673536,2439,693
703382836347330562,3501,1144
703356393781329922,1911,383
703268521220972544,1964,547
703079050210877440,7360,3068
703041949650034688,26263,12445
702932127499816960,2572,727
702899151802126337,1606,451
702684942141153280,3210,1072
702671118226825216,2192,553
702598099714314240,12194,3419
702539513671897089,2870,958
702332542343577600,3171,1544
702321140488925184,3261,1038
702276748847800320,2456,762
702217446468493312,4767,1328
701981390485725185,3441,990
701952816642965504,3834,1021
701889187134500865,3526,1383
701805642395348998,3399,1672
701601587219795968,2082,448
701570477911896070,2805,921
701545186879471618,2655,607
701214700881756160,12155,5081
700890391244103680,2207,564
700864154249383937,2589,620
700847567345688576,2452,501
700796979434098688,2432,936
700747788515020802,22765,9274
700518061187723268,2603,794
700505138482569216,2281,567
700462010979500032,4120,1779
700167517596164096,2622,732
700151421916807169,2230,670
700143752053182464,7504,2710
700062718104104960,2645,689
700029284593901568,2064,585
700002074055016451,3312,1338
699801817392291840,3053,952
699788877217865730,2224,508
699779630832685056,2735,1227
699775878809702401,1955,603
699691744225525762,10236,4600
699446877801091073,5935,2602
699434518667751424,2157,515
699423671849451520,1359,324
699413908797464576,2075,624
699370870310113280,1883,441
699323444782047232,3141,857
699088579889332224,2236,631
699079609774645248,2446,653
699072405256409088,2965,1188
699060279947165696,3742,1797
699036661657767936,2591,1193
698989035503689728,3340,971
698953797952008193,2672,895
698907974262222848,2531,624
698710712454139905,2461,677
698703483621523456,1442,376
698635131305795584,1290,337
698549713696649216,2324,622
698355670425473025,1848,448
698342080612007937,2259,949
698262614669991936,4733,1993
698195409219559425,16695,5950
698178924120031232,2795,737
697995514407682048,1512,331
697990423684476929,3271,1291
697943111201378304,2375,679
697881462549430272,3007,1174
697630435728322560,1734,539
697616773278015490,3155,1010
697596423848730625,3008,1262
697575480820686848,2032,497
697516214579523584,2049,1111
697482927769255936,2407,674
697463031882764288,3413,1394
697270446429966336,4678,1871
697259378236399616,3284,1001
697255105972801536,3026,1158
697242256848379904,2506,668
696900204696625153,3159,1018
696894894812565505,2332,674
696886256886657024,4841,1796
696877980375769088,2426,708
696754882863349760,1480,360
696744641916489729,2052,936
696713835009417216,2363,652
696518437233913856,3900,1703
696490539101908992,1209,141
696488710901260288,2522,1015
696405997980676096,3194,1151
696100768806522880,1923,650
695816827381944320,3001,1161
695794761660297217,3147,760
695767669421768709,1854,743
695629776980148225,4549,2090
695446424020918272,4384,1800
695409464418041856,8643,3564
695314793360662529,3616,1447
695095422348574720,2623,611
695074328191332352,2830,1092
695064344191721472,1593,588
695051054296211456,2655,784
694925794720792577,2680,915
694905863685980160,2740,936
694669722378485760,35712,14322
694356675654983680,1494,285
694352839993344000,2031,613
694342028726001664,1570,481
694329668942569472,1998,499
694206574471057408,4139,2029
694183373896572928,2942,923
694001791655137281,3397,1021
693993230313091072,1871,400
693942351086120961,1738,369
693647888581312512,2678,583
693644216740769793,1346,122
693642232151285760,2527,410
693629975228977152,2435,791
693622659251335168,1532,372
693590843962331137,5044,1949
693582294167244802,1642,252
693486665285931008,1775,634
693280720173801472,3340,1231
693267061318012928,2370,809
693262851218264065,2206,498
693231807727280129,2861,732
693155686491000832,7852,3200
693109034023534592,1711,608
693095443459342336,1851,459
692919143163629568,2664,752
692905862751522816,2416,864
692901601640583168,1758,599
692894228850999298,2263,803
692828166163931137,2861,880
692752401762250755,6803,3631
692568918515392513,4347,1529
692535307825213440,3161,1357
692530551048294401,1820,411
692423280028966913,1477,225
692417313023332352,9332,3454
692187005137076224,2522,818
692158366030913536,2138,787
692142790915014657,1642,393
692041934689402880,3387,1266
692017291282812928,2879,956
691820333922455552,3945,1656
691793053716221953,8107,4211
691756958957883396,2851,999
691675652215414786,1947,505
691483041324204033,2381,563
691459709405118465,4032,1136
691444869282295808,2643,845
691416866452082688,19259,7603
691321916024623104,2553,660
691096613310316544,2949,876
691090071332753408,1713,332
690989312272396288,5882,2857
690959652130045952,3569,1243
690938899477221376,4074,1953
690932576555528194,3280,1014
690735892932222976,3774,1265
690728923253055490,2173,514
690690673629138944,2330,813
690649993829576704,1300,278
690607260360429569,295,18
690597161306841088,1946,600
690400367696297985,1879,451
690374419777196032,3244,845
690360449368465409,2666,877
690348396616552449,1504,516
690248561355657216,1670,415
690021994562220032,2785,1029
690015576308211712,2483,729
690005060500217858,3659,1683
689999384604450816,1415,369
689993469801164801,1457,448
689977555533848577,1368,444
689905486972461056,2432,697
689877686181715968,3032,1157
689835978131935233,2165,742
689661964914655233,3203,925
689659372465688576,10340,3859
689623661272240129,2225,639
689599056876867584,11615,5504
689557536375177216,2036,455
689517482558820352,3384,1423
689289219123089408,2251,938
689283819090870273,3257,1099
689280876073582592,1976,708
689275259254616065,1140,243
689255633275777024,2544,1079
689154315265683456,3070,999
689143371370250240,2007,508
688916208532455424,2714,865
688908934925697024,2106,763
688898160958271489,2089,778
688894073864884227,2233,689
688828561667567616,1374,369
688804835492233216,956,191
688789766343622656,2206,660
688547210804498433,2587,697
688519176466644993,2305,723
688385280030670848,9261,4461
688211956440801280,2239,825
688179443353796608,2130,580
688116655151435777,2819,770
688064179421470721,1727,358
687841446767013888,5452,2503
687826841265172480,2743,1115
687818504314159109,2470,939
687807801670897665,2394,715
687732144991551489,1756,664
687704180304273409,2420,840
687664829264453632,1927,510
687494652870668288,1892,577
687480748861947905,1596,239
687476254459715584,1981,532
687460506001633280,2054,540
687399393394311168,1886,615
687317306314240000,20099,9140
687312378585812992,4344,1896
687127927494963200,5420,2264
687124485711986689,2164,502
687109925361856513,5780,2454
687102708889812993,2340,975
687096057537363968,2240,601
686947101016735744,8610,3181
686760001961103360,3508,1379
686749460672679938,3465,1449
686730991906516992,4129,1193
686683045143953408,2816,798
686618349602762752,3702,1361
686606069955735556,1883,541
686394059078897668,1731,685
686386521809772549,3249,874
686377065986265092,2202,564
686358356425093120,2176,665
686286779679375361,3998,1656
686050296934563840,2210,726
686035780142297088,1144,116
686034024800862208,3084,1141
686007916130873345,2480,411
686003207160610816,1824,624
685973236358713344,2096,522
685943807276412928,1624,590
685906723014619143,7490,2874
685681090388975616,2028,124
685667379192414208,2351,561
685663452032069632,3231,1454
685641971164143616,2928,776
685547936038666240,32858,15580
685532292383666176,3019,1155
685325112850124800,9439,3959
685321586178670592,2651,636
685315239903100929,3314,1044
685307451701334016,2066,441
685268753634967552,3090,1193
685198997565345792,2339,667
685169283572338688,4097,1427
684969860808454144,2384,367
684959798585110529,6815,3112
684940049151070208,3202,1041
684926975086034944,3485,459
684914660081053696,3504,1444
684902183876321280,1872,527
684880619965411328,2086,805
684830982659280897,34949,21596
684800227459624960,2734,1001
684594889858887680,8881,3491
684588130326986752,4104,1405
684567543613382656,3012,1210
684538444857667585,2643,948
684481074559381504,3882,1164
684460069371654144,1971,557
684241637099323392,8120,3265
684225744407494656,1225,207
684222868335505415,3811,1365
684200372118904832,2148,1030
684195085588783105,1904,510
684188786104872960,3485,1168
684177701129875456,2008,659
684147889187209216,2981,1511
684122891630342144,2004,466
684097758874210310,4105,1426
683857920510050305,3797,1118
683852578183077888,1929,344
683849932751646720,2604,960
683834909291606017,2613,1109
683828599284170753,2784,1060
683773439333797890,3334,1343
683742671509258241,6454,3287
683515932363329536,7319,2887
683498322573824003,3169,961
683481228088049664,2644,993
683462770029932544,2419,670
683449695444799489,3882,1601
683391852557561860,7609,2389
683357973142474752,2899,911
683142553609318400,2858,1042
683111407806746624,3387,907
683098815881154561,2156,656
683078886620553216,1981,560
683030066213818368,2162,735
682962037429899265,36722,16503
682808988178739200,1780,167
682788441537560576,2480,1105
682750546109968385,1511,437
682697186228989953,1314,356
682662431982772225,3052,1077
682638830361513985,2063,596
682429480204398592,3421,1152
682406705142087680,7543,1764
682393905736888321,2220,670
682389078323662849,1648,460
682303737705140231,3047,969
682259524040966145,4132,1202
682242692827447297,3243,1159
682088079302213632,18169,9820
682059653698686977,4925,1674
682047327939461121,3186,928
682032003584274432,6551,1994
682003177596559360,3122,1523
681981167097122816,2797,1027
681891461017812993,2466,814
681694085539872773,12742,4037
681679526984871937,1769,439
681654059175129088,2630,918
681610798867845120,1899,462
681579835668455424,3538,1293
681523177663676416,14240,5737
681340665377193984,1638,275
681339448655802368,9252,4066
681320187870711809,2636,739
681302363064414209,3912,1804
681297372102656000,3205,947
681281657291280384,3215,1091
681261549936340994,1451,268
681242418453299201,1483,527
681231109724700672,2399,483
681193455364796417,3686,1474
680970795137544192,2412,653
680959110691590145,4564,1993
680940246314430465,3187,1047
680934982542561280,2075,433
680913438424612864,2392,619
680889648562991104,1757,361
680836378243002368,3445,1312
680805554198020098,2148,659
680801747103793152,2369,814
680798457301471234,2834,1026
680609293079592961,2629,697
680583894916304897,3610,1326
680497766108381184,4215,1902
680494726643068929,1710,482
680473011644985345,2537,739
680440374763077632,1437,497
680221482581123072,1457,291
680206703334408192,2823,1158
680191257256136705,2135,498
680176173301628928,3869,1541
680161097740095489,2311,729
680145970311643136,3595,1728
680130881361686529,2278,935
680115823365742593,2703,899
680100725817409536,3548,1365
680085611152338944,12741,8933
680070545539371008,2565,862
679877062409191424,1982,644
679872969355714560,2175,655
679862121895714818,2444,616
679854723806179328,2837,1220
679844490799091713,2351,756
679828447187857408,36050,13905
679777920601223168,3076,1095
679736210798047232,2082,781
679729593985699840,2156,816
679722016581222400,1656,461
679530280114372609,4763,2066
679527802031484928,2626,716
679511351870550016,3347,1251
679503373272485890,3143,1452
679475951516934144,2078,632
679462823135686656,31363,18630
679405845277462528,2352,1194
679158373988876288,21122,7959
679148763231985668,2758,1017
679132435750195208,2944,1143
679111216690831360,5917,2552
679062614270468097,16811,8001
679047485189439488,2229,658
679001094530465792,2798,1212
678991772295516161,2279,1145
678969228704284672,1637,453
678800283649069056,2544,889
678798276842360832,3422,1150
678774928607469569,2786,894
678767140346941444,3492,1343
678764513869611008,1622,468
678755239630127104,7038,3236
678740035362037760,3723,1657
678708137298427904,5539,2393
678675843183484930,2833,1440
678643457146150913,2032,401
678446151570427904,3955,1522
678424312106393600,5417,2508
678410210315247616,4169,1781
678399652199309312,78379,31350
678396796259975168,1576,409
678389028614488064,1857,418
678380236862578688,2406,900
678341075375947776,1709,529
678334497360859136,1292,249
678278586130948096,11291,6004
678255464182861824,1576,358
678023323247357953,1892,375
678021115718029313,13486,6236
677961670166224897,3378,1659
677918531514703872,1332,400
677895101218201600,4771,2038
677716515794329600,3016,966
677700003327029250,3340,1421
677698403548192770,1211,315
677687604918272002,2457,840
677673981332312066,3282,1478
677662372920729601,1927,942
677644091929329666,1828,784
677573743309385728,2097,691
677565715327688705,1282,455
677557565589463040,2409,1130
677547928504967168,6848,3606
677530072887205888,1049,224
677335745548390400,2997,1748
677334615166730240,1324,280
677331501395156992,1072,232
677328882937298944,3584,1478
677314812125323265,1620,522
677301033169788928,1216,394
677269281705472000,1955,694
677228873407442944,3493,1614
677187300187611136,2704,906
676975532580409345,2727,1047
676957860086095872,2203,798
676949632774234114,1280,390
676948236477857792,2135,848
676946864479084545,1704,363
676942428000112642,2040,738
676936541936185344,12519,4830
676916996760600576,2937,1781
676897532954456065,2209,708
676864501615042560,2065,696
676821958043033607,22554,15285
676819651066732545,1787,650
676811746707918848,1395,414
676776431406465024,4917,1984
676617503762681856,2838,943
676613908052996102,1064,197
676606785097199616,1861,425
676603393314578432,1140,375
676593408224403456,4491,2120
676590572941893632,897,119
676588346097852417,2271,765
676582956622721024,1176,268
676575501977128964,2535,1097
676533798876651520,1836,542
676496375194980353,1491,522
676470639084101634,11395,4582
676440007570247681,1688,646
676430933382295552,1369,338
676263575653122048,2043,531
676237365392908289,1187,282
676219687039057920,74931,30422
676215927814406144,1705,563
676191832485810177,2235,1007
676146341966438401,1875,647
676121918416756736,2120,1135
676101918813499392,2771,1139
676098748976615425,2939,1390
676089483918516224,1285,427
675898130735476737,1581,560
675891555769696257,2083,834
675888385639251968,2331,934
675878199931371520,4091,1369
675870721063669760,1590,551
675853064436391936,2633,1261
675849018447167488,921,140
675845657354215424,2227,857
675822767435051008,1484,522
675820929667219457,1024,230
675798442703122432,10028,3328
675781562965868544,1593,456
675740360753160193,1140,333
675710890956750848,1848,794
675707330206547968,1929,664
675706639471788032,628,93
675534494439489536,1777,403
675531475945709568,1155,370
675522403582218240,1017,281
675517828909424640,1259,451
675501075957489664,16752,5677
675497103322386432,3068,1256
675489971617296384,1264,580
675483430902214656,1803,954
675432746517426176,1485,552
675372240448454658,1649,502
675362609739206656,1022,226
675354435921575936,31697,16309
675349384339542016,3817,2203
675334060156301312,2694,1247
675166823650848770,3495,1544
675153376133427200,6094,2503
675149409102012420,3656,1636
675147105808306176,917,227
675146535592706048,1152,287
675145476954566656,2080,869
675135153782571009,1270,469
675113801096802304,1901,762
675111688094527488,938,244
675109292475830276,2718,1101
675047298674663426,1036,314
675015141583413248,2634,1152
675006312288268288,959,216
675003128568291329,1519,453
674999807681908736,2182,1072
674805413498527744,836,345
674800520222154752,2933,828
674793399141146624,2445,1058
674790488185167872,1073,241
674788554665512960,792,203
674781762103414784,1948,1154
674774481756377088,1084,454
674767892831932416,1777,757
674764817387900928,772,229
674754018082705410,1329,431
674752233200820224,1425,449
674743008475090944,1359,533
674742531037511680,472,49
674739953134403584,1066,375
674737130913071104,629,85
674690135443775488,1114,458
674670581682434048,1564,628
674664755118911488,888,243
674646392044941312,1394,475
674644256330530816,1001,260
674638615994089473,1638,560
674632714662858753,1460,555
674606911342424069,914,95
674468880899788800,6044,1967
674447403907457024,1031,346
674436901579923456,1083,378
674422304705744896,1394,526
674416750885273600,668,133
674410619106390016,1163,447
674394782723014656,1468,554
674372068062928900,827,305
674330906434379776,546,72
674318007229923329,1366,504
674307341513269249,10996,6727
674291837063053312,14258,5657
674271431610523648,1521,710
674269164442398721,885,222
674265582246694913,1592,813
674262580978937856,1267,436
674255168825880576,1419,526
674082852460433408,737,163
674075285688614912,959,274
674063288070742018,6182,2120
674053186244734976,3194,1247
674051556661161984,1404,473
674045139690631169,1366,617
674042553264685056,698,122
674038233588723717,1070,402
674036086168010753,825,202
674024893172875264,1718,1179
674019345211760640,1093,292
674014384960745472,1507,610
674008982932058114,1155,339
673956914389192708,1893,919
673919437611909120,1129,360
673906403526995968,3075,1572
673887867907739649,904,245
673716320723169284,2986,720
673715861853720576,3428,1979
673711475735838725,1004,290
673709992831262724,805,263
673708611235921920,1040,275
673707060090052608,1058,378
673705679337693185,1215,394
673700254269775872,1380,545
673697980713705472,3839,1896
673689733134946305,1679,621
673688752737402881,1220,476
673686845050527744,1392,415
673680198160809984,1324,448
673662677122719744,1213,352
673656262056419329,697,228
673636718965334016,1065,347
673612854080196609,1550,692
673583129559498752,1149,345
673580926094458881,804,264
673576835670777856,1339,544
673363615379013632,986,291
673359818736984064,1402,647
673355879178194945,1450,554
673352124999274496,1604,520
673350198937153538,726,201
673345638550134785,2422,1212
673343217010679808,935,258
673342308415348736,1230,552
673320132811366400,12989,7572
673317986296586240,850,244
673295268553605120,7248,3050
673270968295534593,1036,347
673240798075449344,1376,694
673213039743795200,2167,812
673148804208660480,1632,605
672997845381865473,1899,685
672995267319328768,916,274
672988786805112832,955,277
672984142909456390,1215,521
672980819271634944,1755,973
672975131468300288,1621,868
672970152493887488,919,342
672968025906282496,1280,522
672964561327235073,1375,619
672902681409806336,1321,477
672898206762672129,877,406
672884426393653248,1495,808
672877615439593473,997,338
672834301050937345,1267,539
672828477930868736,1214,470
672640509974827008,942,303
672622327801233409,1245,467
672614745925664768,1185,555
672609152938721280,1076,375
672604026190569472,1075,383
672594978741354496,1294,587
672591762242805761,924,324
672591271085670400,699,177
672538107540070400,997,350
672523490734551040,610,161
672488522314567680,1071,418
672482722825261057,1090,571
672481316919734272,696,123
672475084225949696,1395,673
672466075045466113,1304,510
672272411274932228,6217,3224
672267570918129665,1443,590
672264251789176834,1097,324
672256522047614977,2727,1473
672254177670729728,1386,708
672248013293752320,1682,574
672245253877968896,662,147
672239279297454080,862,310
672231046314901505,1769,965
672222792075620352,756,203
672205392827572224,2183,1107
672169685991993344,983,353
672160042234327040,844,342
672139350159835138,1687,663
672125275208069120,2300,1096
672095186491711488,967,355
672082170312290304,908,352
672068090318987265,1245,496
671896809300709376,8194,4008
671891728106971137,1270,553
671882082306625538,3337,1333
671879137494245376,1363,637
671874878652489728,1207,528
671866342182637568,1082,474
671855973984772097,869,418
671789708968640512,6806,3326
671768281401958400,1151,480
671763349865160704,1614,869
671744970634719232,1303,730
671743150407421952,724,228
671735591348891648,1390,726
671729906628341761,8198,4170
671561002136281088,12332,6933
671550332464455680,877,201
671547767500775424,1293,569
671544874165002241,1890,1007
671542985629241344,1053,539
671538301157904385,900,371
671536543010570240,1130,388
671533943490011136,981,553
671528761649688577,813,248
671520732782923777,1344,505
671518598289059840,915,284
671511350426865664,1539,673
671504605491109889,6737,3412
671497587707535361,885,428
671488513339211776,965,456
671486386088865792,557,188
671485057807351808,732,224
671390180817915904,1392,713
671362598324076544,1063,286
671357843010908160,384,146
671355857343524864,469,114
671347597085433856,923,411
671186162933985280,706,202
671182547775299584,1078,323
671166507850801152,844,331
671163268581498880,1590,1049
671159727754231808,358,77
671154572044468225,685,209
671151324042559489,643,146
671147085991960577,643,205
671141549288370177,1109,628
671138694582165504,888,382
671134062904504320,718,186
671122204919246848,3367,2411
671115716440031232,1316,745
671109016219725825,1102,418
670995969505435648,1068,282
670842764863651840,23777,8328
670840546554966016,561,185
670838202509447168,1075,664
670833812859932673,426,117
670832455012716544,705,208
670826280409919488,5315,3892
670823764196741120,746,180
670822709593571328,586,91
670815497391357952,3050,1477
670811965569282048,1085,260
670807719151067136,1121,467
670804601705242624,1885,916
670803562457407488,331,84
670797304698376195,710,227
670792680469889025,796,263
670789397210615808,638,224
670786190031921152,579,194
670783437142401025,796,369
670782429121134593,1496,735
670780561024270336,763,277
670778058496974848,318,71
670764103623966721,1038,401
670755717859713024,426,105
670733412878163972,923,493
670727704916926465,799,342
670717338665226240,1155,463
670704688707301377,749,356
670691627984359425,571,231
670679630144274432,726,270
670676092097810432,238,40
670668383499735048,10281,4797
670474236058800128,1452,709
670468609693655041,344,83
670465786746662913,936,522
670452855871037440,528,194
670449342516494336,1156,624
670444955656130560,6474,1898
670442337873600512,626,190
670435821946826752,1018,492
670434127938719744,1357,621
670433248821026816,318,106
670428280563085312,1331,592
670427002554466305,506,153
670421925039075328,1260,606
670420569653809152,603,302
670417414769758208,552,307
670411370698022913,1947,848
670408998013820928,536,210
670403879788544000,408,144
670385711116361728,544,194
670374371102445568,722,259
670361874861563904,319,62
670338931251150849,412,103
670319130621435904,3748,1163
670303360680108032,417,126
670290420111441920,675,270
670093938074779648,989,317
670086499208155136,674,244
670079681849372674,2137,1170
670073503555706880,1511,757
670069087419133954,599,225
670061506722140161,733,319
670055038660800512,642,315
670046952931721218,623,164
670040295598354432,725,106
670037189829525505,574,260
670003130994700288,318,87
669993076832759809,313,81
669972011175813120,427,149
669970042633789440,292,55
669942763794931712,487,153
669926384437997569,362,94
669923323644657664,226,53
669753178989142016,778,377
669749430875258880,252,63
669684865554620416,495,87
669683899023405056,374,104
669682095984410625,342,129
669680153564442624,645,270
669661792646373376,781,411
669625907762618368,3397,1729
669603084620980224,911,345
669597912108789760,497,141
669583744538451968,1438,886
669573570759163904,421,132
669571471778410496,1534,974
669567591774625800,227,53
669564461267722241,373,117
669393256313184256,348,71
669375718304980992,1277,697
669371483794317312,474,171
669367896104181761,442,145
669363888236994561,599,218
669359674819481600,356,114
669354382627049472,2599,1227
669353438988365824,605,250
669351434509529089,418,172
669328503091937280,976,400
669327207240699904,554,114
669324657376567296,483,199
669216679721873412,1149,390
669214165781868544,423,152
669203728096960512,973,452
669037058363662336,630,299
669015743032369152,721,358
669006782128353280,558,238
669000397445533696,20140,6100
668994913074286592,424,217
668992363537309700,720,324
668989615043424256,650,317
668988183816871936,872,441
668986018524233728,534,157
668981893510119424,520,289
668979806671884288,770,334
668975677807423489,1251,555
668967877119254528,140,21
668960084974809088,680,231
668955713004314625,266,67
668932921458302977,252,55
668902994700836864,308,97
668892474547511297,385,143
668872652652679168,509,289
668852170888998912,436,153
668826086256599040,422,128
668815180734689280,541,252
668779399630725120,679,352
668655139528511488,504,210
668645506898350081,847,508
668643542311546881,844,507
668641109086707712,1032,522
668636665813057536,1003,470
668633411083464705,2692,1546
668631377374486528,682,302
668627278264475648,304,109
668625577880875008,369,123
668623201287675904,1369,722
668620235289837568,191,38
668614819948453888,596,304
668587383441514497,1601,1024
668567822092664832,233,50
668544745690562560,493,215
668542336805281792,435,203
668537837512433665,245,67
668528771708952576,446,213
668507509523615744,312,101
668496999348633600,394,126
668484198282485761,413,225
668480044826800133,440,141
668466899341221888,858,491
668297328638447616,603,284
668291999406125056,234,29
668286279830867968,483,130
668274247790391296,794,223
668268907921326080,535,222
668256321989451776,1247,575
668248472370458624,939,461
668237644992782336,5958,2713
668226093875376128,288,97
668221241640230912,496,187
668204964695683073,537,186
668190681446379520,624,191
668171859951755264,467,184
668154635664932864,479,296
668142349051129856,555,269
668113020489474048,647,224
667937095915278337,1207,759
667924896115245057,285,108
667915453470232577,200,54
667911425562669056,473,282
667902449697558528,825,360
667886921285246976,1798,1028
667885044254572545,789,449
667878741721415682,380,113
667873844930215936,603,385
667866724293877760,2910,983
667861340749471744,234,74
667832474953625600,285,60
667806454573760512,1015,469
667801013445750784,315,93
667793409583771648,675,314
667782464991965184,399,236
667773195014021121,225,52
667766675769573376,421,204
667728196545200128,365,143
667724302356258817,462,306
667550904950915073,0,33
667550882905632768,0,32
667549055577362432,5534,2151
667546741521195010,325,116
667544320556335104,825,499
667538891197542400,196,62
667534815156183040,785,498
667530908589760512,447,225
667524857454854144,1620,1064
667517642048163840,351,182
667509364010450944,6505,2022
667502640335572993,519,212
667495797102141441,501,254
667491009379606528,508,212
667470559035432960,243,90
667455448082227200,183,56
